product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
0333795efd58e3c33c5850b92721c3e4,moveis_decoracao,28,725,1,6317,36,40,36
0335b2f76fdeed85180abe8c6c444aa4,moveis_escritorio,57,1203,1,7300,53,51,18
033c52084417b98d716d863d8bd11fba,automotivo,56,1144,1,600,30,20,20
033ccb3016d3b24bc724629b8df41f94,esporte_lazer,34,317,3,400,16,9,15
033e5e4f49acb5621c782ac8a37aa90b,malas_acessorios,43,533,2,175,16,10,16
033fe931444d66d788d53aca5b7b22d5,,,,,200,16,19,11
0343ce4ce35af74dd177bfc133eabb45,cama_mesa_banho,46,623,1,600,30,7,26
0347f9daa0a33f82b4c9c0821450cc8a,malas_acessorios,58,1038,5,9075,29,39,45
034abfb9b758233fd393bd361d4ec599,moveis_decoracao,63,259,1,900,40,3,40
034ecce08e1adf75b5fecf2faac7ed11,esporte_lazer,55,1392,1,550,16,16,16
0350ac874c8937571b129554110ec3b6,dvds_blu_ray,52,364,1,90,20,2,14
03511a5e5d4c3d8ef00f1578e1419800,telefonia,52,2118,2,400,20,11,13
0352f26fa462bd615275f3e91857926d,moveis_escritorio,46,1172,1,250,78,45,21
0354c6a8cb8961e29b70e564b93861fe,ferramentas_jardim,59,2407,1,400,38,10,25
03552ec45033c8658713c541f6af9f05,beleza_saude,52,1168,1,250,35,3,12
0356344ba89a9deb1e8a6bef7a7c78b5,perfumaria,32,447,4,350,20,20,20
03566b85189259c49476f004ad2afd08,beleza_saude,41,216,1,150,20,15,15
035a4019c8009b57768aa3c1e1ad63a3,moveis_decoracao,56,1472,3,1900,53,8,11
035df2b15f358d231e00af9e62488cf4,perfumaria,51,607,1,783,17,15,14
03613e666b3919a3e807eac45a8f2731,utilidades_domesticas,56,184,1,5400,36,15,29
03624ffc0958f7ea385b6d4e088532b0,beleza_saude,38,665,1,153,23,24,22
0364c36f8e845e4d309c0a3accc04b1c,moveis_escritorio,47,1158,1,16800,63,58,24
0366dd798c6de7ec8d16c23de6a82cfd,pet_shop,53,830,15,3500,39,20,46
036734b5a58d5d4f46b0616ddc047ced,telefonia,58,751,5,300,17,4,12
0367635ea4efa4eb15a29f1e05887851,bebes,59,415,1,1150,35,17,44
0368744ea61d6163219e3bcbbbac3680,beleza_saude,46,799,1,2000,30,12,16
0369a47f7ad96df46ad8ed76767de8bd,perfumaria,56,205,1,900,25,35,30
036a6272d538ae862d248339c4c9adeb,,,,,1800,20,12,25
036bcd084feae22f3a997f5080ec30df,moveis_quarto,61,1961,1,200,16,2,11
036c967e979f490c3890acef838d9f44,telefonia,57,598,1,150,19,4,11
036ecb2f1816e95d3fa658207266ecf5,livros_interesse_geral,23,154,1,150,26,2,26
03706dca83513062fe74967a71b5fc78,,,,,400,25,8,11
037a23831f142c505b119215d92eaf7e,moveis_escritorio,62,1139,1,8900,53,50,16
037aab5faf8d9120659b7c8ea3cf4c12,beleza_saude,29,2706,1,15500,55,40,40
037c68f178aefdd7a880a951dedc04d1,brinquedos,36,113,1,9567,41,51,47
037f82112a937df3f1486fa81eb1f127,esporte_lazer,46,1018,6,4700,85,30,20
03826ede2cac52b3011b58cfd58c84f9,utilidades_domesticas,58,398,3,6900,70,15,33
0383c4d17410e421f6a8b905fb9adcbc,ferramentas_jardim,53,1254,2,2700,43,15,15
038467f26869173dd87434ae02199a40,utilidades_domesticas,28,913,3,500,18,21,20
0388b93e2992639ef7de7b35b2ba91b2,fashion_bolsas_e_acessorios,50,427,3,2100,16,5,11
03894c9a40bf32b84a349ef0ddfccc1d,utilidades_domesticas,59,675,1,20300,44,93,30
038967227fb1bc9b30d6e1c81fa2d2be,automotivo,45,1161,1,200,16,4,11
038c0dd7c1e48a1588f8919a0c305727,eletrodomesticos,45,78,1,100,20,13,15
038e3a669bb495e56d9d609d874fb668,esporte_lazer,49,862,1,30000,105,70,20
03940e741e919e2c258e177d875f8423,automotivo,59,679,5,5400,78,4,47
03973c594aba6474ba73ab090dcdc4e2,relogios_presentes,57,557,1,300,19,13,13
03973c875a4653e663aede2c46a957f6,automotivo,59,523,1,2550,35,20,20
039e946aff78252a2e83b8fa1adf837d,cool_stuff,56,404,4,2100,44,16,42
03a20f79e4c056b48ce29b3e30beb0fb,moveis_decoracao,63,1700,1,700,60,11,20
03a22dc9d5b99f07ca366f91aa7f7e4b,utilidades_domesticas,26,169,1,700,30,30,30
03a8d0921d804ba08d3da40064a4e281,utilidades_domesticas,57,1299,1,600,16,25,13
03aad9707028422f38b0563410912177,cama_mesa_banho,49,591,1,1500,38,11,30
03ac940e93916395ea0483161cc84d5c,ferramentas_jardim,47,1489,1,6800,77,14,34
03b10f5e3ef07cfc27a025adca3fd0be,esporte_lazer,44,3364,1,50,16,16,11
03b29ca1beec2e03e15a3b980c1505ed,perfumaria,43,656,3,100,18,7,11
03b58043df5d7424df7eac2be2511c51,cool_stuff,56,645,2,1650,30,4,30
03b63c5fc16691530586ae020c345514,bebes,49,728,4,7150,50,19,45
03ba2b6c24374d16022585b6b1b385e1,esporte_lazer,24,1636,1,7450,19,22,20
03bb06cda40712fb8473f7962fb7d198,cama_mesa_banho,54,289,1,2000,34,9,33
03bb24d19ea7449ce170e0888d830707,informatica_acessorios,53,148,1,910,32,14,15
03bca689857bd64cc5c022221113db7e,climatizacao,57,364,1,2000,22,38,37
03c0275df9996ed2720b28488c7946d4,beleza_saude,57,1649,1,300,22,5,15
03c14a3d479e334e87ee5baf2563811d,ferramentas_jardim,56,1193,1,1500,20,22,22
03c1fa561b6e1d70f9fa22ab1f08c762,moveis_decoracao,59,376,1,8000,55,17,45
03c395f45f46b57acf3db9a696fba6d6,telefonia,42,379,1,75,18,4,11
03c526c6224e8b74620b3b1ff4d0f3ad,moveis_decoracao,57,87,1,3400,40,9,34
03c94210a8223f2f0c811f6783fe3d22,utilidades_domesticas,42,422,1,3450,32,25,26
03ccf3bdaa33497fa04d1e2f746a4555,eletroportateis,58,1110,2,800,30,21,30
03d03978afe1dc3c70e611629e8d8fe8,esporte_lazer,35,614,1,1800,15,15,15
03d10117bf5dbd1e4f194566be73de5a,cama_mesa_banho,53,255,1,2350,45,15,35
03d19e503abb1698d26d630c0017b11e,automotivo,36,359,1,14100,62,62,21
03d4233b9e3382adaed9e5c58626f1dc,moveis_decoracao,59,566,1,200,35,10,20
03d463c3dea9d1650ce0683b7c964b03,telefonia,58,477,5,350,17,4,12
03d4805d42e229c0fb34e5eb7fee281f,automotivo,60,1149,5,1525,68,9,35
03d5bcd7db52bee20887c5034650185d,beleza_saude,50,1238,1,575,25,20,23
03d7ad0ce97624c931b3abde02b5d819,perfumaria,48,259,1,249,19,13,15
03d817e5e392e78674ed0bd8195f9159,informatica_acessorios,56,590,1,1350,23,9,23
03da3203e7fba42baf48e3d87cd4b75b,esporte_lazer,57,2016,7,300,20,10,15
03dc797f6faaa324fb633c518ff3f326,beleza_saude,41,2063,1,3000,30,10,20
03df27817e9494be978b56cc083a0beb,telefonia,58,607,3,200,19,4,11
03e1c946c0ddfc58724ff262aef08dff,utilidades_domesticas,46,465,1,550,16,22,12
03e4e6709b7d6415746769c0bc3e9131,brinquedos,42,762,2,3890,36,28,36
03e606af3a694d55bf9abce7f5b07c42,esporte_lazer,55,664,1,700,20,12,20
03e7d29d9988a30815f1f20b6549881f,fashion_calcados,54,404,4,700,22,12,33
03e931f387c2dd5b006aecdb12515b2e,cama_mesa_banho,55,560,1,650,16,10,16
03e9fcb7adffd8c9e14285c979ea59c9,ferramentas_jardim,45,287,1,700,21,14,17
03ed331c2c9bb4cd5c3d986928bc8d9c,automotivo,56,343,6,600,28,4,16
03f02ee5e8fd233d41dcfe8ad911cf7e,cama_mesa_banho,56,617,1,6400,30,30,30
03fbf722447bf7fb4a99aff40b8ede7a,instrumentos_musicais,59,761,2,7550,37,23,38
03feb64db1d0ea0aaad178536a2d0640,utilidades_domesticas,57,415,1,3100,30,40,30
03fed41c5e9067007d852ff83d602753,brinquedos,46,1107,1,19650,75,76,22
03ff4bf1cbb9b00aca270dac77757582,casa_construcao,57,159,5,250,16,4,14
040088789b98987ea1df150fd7fabfd7,telefonia_fixa,42,224,4,140,16,10,14
04008f5a086abe248a3c76bc2fa4f4e1,cama_mesa_banho,41,2201,1,1250,48,14,68
04014f5d30de9dbe77b421f63985b5ef,automotivo,52,228,2,5550,55,35,30
040b8534cb74ddaae70c21541f449630,construcao_ferramentas_jardim,42,574,1,13100,68,25,44
040f34fe061b6024771f641fe922e782,relogios_presentes,18,796,2,750,18,10,15
040fe1cdb263eb2c9b1322875b0afcb7,perfumaria,36,561,1,2303,26,15,23
041022915a950ec95b761b690ddb6b24,cool_stuff,63,351,3,1450,62,15,32
04120fb9b3f90600e5ae1f2a2cde53e3,relogios_presentes,50,704,1,500,23,13,16
0412ec72192f1d85e92047c0773434ec,instrumentos_musicais,58,1202,2,15400,45,20,100
0414ce6ba3643b59fd1e5c8e146c1d8d,pet_shop,48,466,2,2700,43,39,20
04162d7f092b675a184e76e91fd521d4,utilidades_domesticas,59,203,1,400,16,10,14
041644fcb6426ab2a7c992fac010771a,informatica_acessorios,58,283,4,300,35,5,25
0417855683de23ba1e20e8a358a5ac7c,automotivo,59,633,5,1475,68,9,35
0418d6ca9336c4a7ef9667aac0be1976,consoles_games,53,555,2,260,18,12,18
0419e76e19f81672eb13b6a8bd19a5cb,moveis_escritorio,30,2071,1,14600,58,20,58
041b5d4393ea83147e2a07e55cd5359c,cama_mesa_banho,40,537,2,3080,23,37,19
041bf61cdb6e9b519aa70a4eed0bd4ce,pet_shop,54,272,2,700,71,2,18
042426e17752f5d722a5b80940edc915,cama_mesa_banho,51,215,1,2400,40,6,30
0424d4d1508370eb771126734ec9740e,cama_mesa_banho,55,247,1,2100,36,21,36
042535091ac9e946489c2155a0392c47,utilidades_domesticas,23,162,1,300,20,4,19
04262a7ed71aa34edfde0f8429598505,telefonia,53,622,2,350,17,4,12
0432203d03868bfe5fdbb86fb2148474,bebes,35,1168,3,7003,52,30,46
04329467c8ed269551b5d85dd137eeef,bebes,56,1015,3,1550,42,25,15
0433830caca22b01a0f477d31307b043,portateis_casa_forno_e_cafe,47,2810,7,7450,40,10,40
043424c9047266b778d9f440c63dc349,construcao_ferramentas_construcao,60,327,1,9075,34,12,34
0437850bd55b9b2b9cf104b59a611666,papelaria,59,244,7,350,18,2,20
043d7f9943fc2e97d21728cff9c608f2,moveis_decoracao,42,1003,1,1700,17,27,17
043f9194337f5d8cd7092f581e0bc394,livros_tecnicos,33,329,1,1100,25,3,18
0442663b51251c398df7f53c29e29812,esporte_lazer,34,1132,8,6600,105,15,25
04433a8021475a2002663f94203c88da,construcao_ferramentas_ferramentas,59,1476,2,1111,29,10,14
044814613492fc3e12bda239e12d6b68,beleza_saude,51,360,1,1000,36,18,27
0449db5eede617c5fd413071d582f038,ferramentas_jardim,37,1819,4,5900,46,20,46
0449efdb5b6a5d301b098972abd1749e,esporte_lazer,54,1297,1,375,21,16,12
044b06b901539ec1ac136565a97d0fec,esporte_lazer,42,877,1,1979,27,25,26
044de1dc695094f06e9eca6c19921f20,moveis_decoracao,56,296,3,1300,100,7,15
044f05bc9de36e8a693a83e4bc79dd0d,telefonia,59,734,4,300,17,4,12
044f125d78e0a631b0479182a37aab8c,esporte_lazer,57,574,6,550,30,16,16
0453f63a85b66c3950381599dbbfb2ec,esporte_lazer,47,1370,1,231,12,12,10
0454c95c31d75e5f86c354896a3d9814,moveis_cozinha_area_de_servico_jantar_e_jardim,44,246,1,25000,98,14,40
04565ebccdd3c4acc43789823458d6a8,automotivo,42,334,1,400,35,15,25
04566e1a1afa83470b25c2642706fc32,utilidades_domesticas,59,470,5,7800,33,35,33
04574f4bc055655311e798b4e277b9af,automotivo,59,435,1,800,18,13,16
045bb60690dbae4f06160b45556463a1,utilidades_domesticas,35,116,1,1200,80,16,16
045c0f3faa3d81ff1af071e0811b2711,relogios_presentes,49,570,2,200,16,11,12
045da764883d50dc071cc70c81226cbc,relogios_presentes,51,553,1,213,18,10,19
045e41f597e72ebfe5e9de50788fbf03,esporte_lazer,48,273,1,500,20,15,13
04601b648d7d2dcae6e285a41e276a3f,brinquedos,57,328,1,1775,31,21,21
0466aacbd155769293483722a2e5bead,ferramentas_jardim,53,2430,1,7150,30,40,30
046bb8477448980cb3355e0702e77a0e,beleza_saude,42,1118,1,1500,19,29,18
046cf43a5b63303b3c3c4ba076d1d732,beleza_saude,48,1648,2,350,24,5,21
046eee903d62294ffad4e38ae6aa730e,cama_mesa_banho,32,219,1,9325,50,18,28
047b85649c33e9cbf34b2ccf8d41d622,papelaria,57,349,10,5650,60,20,29
047c0b8057bd86c48c41d3b582d80c90,informatica_acessorios,55,312,5,4500,19,23,19
047c9a28e0da299843d9f67d99959442,utilidades_domesticas,39,1053,4,3000,33,30,34
04808b9886b62b9c06b4c433e420dfbf,livros_tecnicos,33,918,1,500,23,3,16
0485eb91cf4786a456d0b61ef9d9183e,fashion_bolsas_e_acessorios,36,245,3,100,18,9,11
04867a0efbf0779b221235559860b9b8,relogios_presentes,41,673,4,150,16,2,11
04869307f7e7dc5b07f1d83406ade1e5,brinquedos,58,443,2,3305,38,36,19
048b4eb037d1114ddc13a9653b5f2381,beleza_saude,59,518,1,400,27,9,14
048bb098a0e194ddc3d0287b954bc9d8,papelaria,36,73,1,950,20,5,51
048c45eaa9b885243959f59ddf2b21f4,moveis_decoracao,20,1703,2,600,30,15,15
048d97d0e3bf2fdb3f1d268b69396cdc,esporte_lazer,48,652,3,1200,25,30,25
048dc5e495c6f5e54f22fa6cd23c3e5f,relogios_presentes,43,597,1,450,22,14,17
04913106077ff97c89fa5e6b289fa25c,cama_mesa_banho,59,140,3,2100,36,8,27
04939dcb29e2a26106610d8e1ef03b98,beleza_saude,34,1043,2,600,24,18,23
049469901143a0f4ead566611fda0544,perfumaria,49,1174,1,375,21,16,23
0496a7015a17628712e8720db133092b,papelaria,60,875,5,1075,21,15,15
0496f30fa502d5454825087842d7a497,brinquedos,31,182,1,250,16,19,19
049ac5dce8536884a652ce73c58022ab,cama_mesa_banho,44,505,1,250,26,6,20
049b55359c60ea6403938b9e408f40b8,cama_mesa_banho,49,297,2,1400,37,23,35
049e64366e5301baa9060eef6b10f217,relogios_presentes,40,606,1,400,20,13,13
04a2ef44f3ea03a72be6f1f99ee0bfe6,fashion_bolsas_e_acessorios,35,172,4,150,18,9,11
04a3191f211edc97716020026d05d260,cama_mesa_banho,56,595,2,950,42,29,28
04a4e9d8c0dc6b2b4b8e24ea78a8f318,esporte_lazer,57,723,1,500,50,12,18
04a58e66cae7d954a87cb7fbb67b204c,automotivo,59,1773,1,6600,44,25,39
04a67e69edfb208f784da30294f69c5b,esporte_lazer,51,1256,1,1350,26,18,18
04abe952a7292c9914a0ddade6371114,pet_shop,33,840,5,25000,70,69,56
04af9f3af5c6afc4eece909c25330934,relogios_presentes,51,475,6,200,16,2,20
04b2173a311a1fe1a8c90a59c0a0f474,pet_shop,41,186,2,700,16,35,25
04b48e86a968cfe620da1cab5c7556ae,beleza_saude,28,648,1,630,21,12,15
04bbe69bca409d1d1fdd812267c89302,moveis_decoracao,56,643,2,900,36,9,33
04bd5aedb2f07b8078ef7dcbfb79db00,brinquedos,60,1258,3,1600,28,13,21
04be6baed9b1c67197a4b2dd2f5b637c,moveis_decoracao,59,468,1,1500,30,5,20
04c200c7067838a36677c2cb65f90987,utilidades_domesticas,55,1355,4,375,16,10,18
04c31b0da644f1782603183f8fba274c,beleza_saude,41,586,3,225,18,8,13
04c4182bda52366f3c4b8817ddbcd98e,esporte_lazer,61,604,1,250,20,12,16
04c4239553c71aafb3b2b5f74f165210,telefonia,60,345,4,150,16,3,20
04c48a5fe31aedc4ef3896c005fd483c,perfumaria,36,574,1,449,19,14,14
04c4a4b9c924494fcf82e0fba966f955,relogios_presentes,39,364,1,567,26,12,26
04c51bd1943710a970c0331518cdd2a9,esporte_lazer,35,432,4,350,22,5,12
04ca6bf4b3d9aa78046f0973efe2f4b1,sinalizacao_e_seguranca,46,916,8,750,16,20,16
04caadc7ea07eadcaa8513b4f6ecd8ec,relogios_presentes,55,443,1,300,20,13,13
