id,geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
778669,69900,-9.97647145,-67.80799278,rio branco,AC
778670,69918,-9.96460376,-67.83608319,rio branco,AC
778671,69900,-9.975119774,-67.80852513,rio branco,AC
778672,69907,-10.00713094,-67.78204292,rio branco,AC
778673,69911,-9.946190725,-67.83479542,rio branco,AC
778674,69900,-9.963897839,-67.80641849,rio branco,AC
778675,69900,-9.969921,-67.81910625,rio branco,AC
778676,69970,-8.167422537,-70.76459869,tarauaca,AC
778677,69901,-9.960245186,-67.79316208,rio branco,AC
778678,69900,-9.969921,-67.81910625,rio branco,AC
778679,69915,-9.965150339,-67.84773627,rio branco,AC
778680,69915,-9.972877809,-67.83690807,rio branco,AC
778681,69900,-9.96013647,-67.81702583,rio branco,AC
778682,69900,-9.962681836,-67.80953278,rio branco,AC
778683,69900,-9.964510301,-67.81628011,rio branco,AC
